Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,26.450000762939453,28.950000762939453,25.299999237060547,25.450000762939453,25.450000762939453,15446
2020-01-02,25.75,25.75,25.399999618530273,25.5,25.5,36311
2020-01-03,25.799999237060547,25.850000381469727,25.200000762939453,25.299999237060547,25.299999237060547,19103
2020-01-06,25.049999237060547,25.049999237060547,24.0,24.600000381469727,24.600000381469727,11446
2020-01-07,24.649999618530273,25.149999618530273,24.649999618530273,24.950000762939453,24.950000762939453,11201
2020-01-08,24.799999237060547,25.200000762939453,24.549999237060547,24.649999618530273,24.649999618530273,18473
2020-01-09,25.450000762939453,25.649999618530273,24.649999618530273,25.149999618530273,25.149999618530273,20719
2020-01-10,25.5,26.149999618530273,25.5,25.700000762939453,25.700000762939453,45627
2020-01-13,26.049999237060547,26.149999618530273,25.649999618530273,25.850000381469727,25.850000381469727,12754
2020-01-14,25.899999618530273,28.950000762939453,25.75,28.600000381469727,28.600000381469727,74661
2020-01-15,28.0,29.0,27.75,28.75,28.75,17734
2020-01-16,28.899999618530273,29.899999618530273,28.899999618530273,29.5,29.5,25773
2020-01-17,29.549999237060547,29.600000381469727,28.600000381469727,29.049999237060547,29.049999237060547,11967
2020-01-20,29.350000381469727,29.350000381469727,28.450000762939453,28.950000762939453,28.950000762939453,11426
2020-01-21,28.600000381469727,28.700000762939453,28.350000381469727,28.450000762939453,28.450000762939453,5203
2020-01-22,28.600000381469727,28.600000381469727,27.5,27.649999618530273,27.649999618530273,5158
2020-01-23,27.75,27.899999618530273,26.850000381469727,26.950000762939453,26.950000762939453,8228
2020-01-24,27.100000381469727,27.649999618530273,26.950000762939453,27.049999237060547,27.049999237060547,20890
2020-01-27,26.950000762939453,27.049999237060547,26.149999618530273,26.450000762939453,26.450000762939453,16035
2020-01-28,26.549999237060547,26.649999618530273,25.850000381469727,26.0,26.0,26027
2020-01-29,26.0,26.299999237060547,25.75,26.0,26.0,27868
2020-01-30,25.850000381469727,26.0,25.600000381469727,25.850000381469727,25.850000381469727,6407
2020-01-31,25.850000381469727,26.100000381469727,25.450000762939453,26.0,26.0,28928
2020-02-03,25.299999237060547,25.299999237060547,25.0,25.149999618530273,25.149999618530273,19052
2020-02-04,25.200000762939453,25.75,25.200000762939453,25.5,25.5,10964
2020-02-05,25.399999618530273,25.799999237060547,24.899999618530273,25.399999618530273,25.399999618530273,39855
2020-02-06,25.450000762939453,26.100000381469727,25.399999618530273,25.5,25.5,14702
2020-02-07,25.649999618530273,26.049999237060547,25.649999618530273,25.850000381469727,25.850000381469727,11573
2020-02-10,25.600000381469727,25.700000762939453,25.299999237060547,25.450000762939453,25.450000762939453,15807
2020-02-11,25.700000762939453,25.950000762939453,25.149999618530273,25.399999618530273,25.399999618530273,31320
2020-02-12,24.899999618530273,25.25,24.049999237060547,24.299999237060547,24.299999237060547,30830
2020-02-13,24.100000381469727,24.649999618530273,23.950000762939453,24.350000381469727,24.350000381469727,13184
2020-02-14,23.899999618530273,24.75,23.899999618530273,24.649999618530273,24.649999618530273,9108
2020-02-17,24.5,24.950000762939453,24.049999237060547,24.850000381469727,24.850000381469727,9522
2020-02-18,24.25,24.75,23.850000381469727,24.25,24.25,8894
2020-02-19,24.200000762939453,24.950000762939453,24.100000381469727,24.75,24.75,10942
2020-02-20,24.450000762939453,24.950000762939453,24.299999237060547,24.75,24.75,9182
2020-02-24,24.299999237060547,25.0,24.100000381469727,24.25,24.25,7665
2020-02-25,23.950000762939453,24.75,23.899999618530273,24.5,24.5,4844
2020-02-26,24.299999237060547,24.450000762939453,23.950000762939453,24.25,24.25,1585
2020-02-27,23.950000762939453,24.149999618530273,23.600000381469727,23.799999237060547,23.799999237060547,16070
2020-02-28,23.75,23.850000381469727,23.0,23.25,23.25,18581
2020-03-02,23.5,24.25,23.5,23.850000381469727,23.850000381469727,9001
2020-03-03,23.75,25.950000762939453,23.0,23.75,23.75,18324
2020-03-04,23.399999618530273,23.549999237060547,22.25,22.850000381469727,22.850000381469727,7573
2020-03-05,22.649999618530273,22.75,22.049999237060547,22.200000762939453,22.200000762939453,3642
2020-03-06,21.75,22.100000381469727,21.100000381469727,21.850000381469727,21.850000381469727,16353
2020-03-09,21.100000381469727,21.549999237060547,19.549999237060547,21.200000762939453,21.200000762939453,54423
2020-03-11,21.200000762939453,23.75,20.649999618530273,21.850000381469727,21.850000381469727,43746
2020-03-12,21.5,21.5,18.950000762939453,19.25,19.25,157874
2020-03-13,19.049999237060547,19.950000762939453,16.0,19.75,19.75,32798
2020-03-16,19.0,20.149999618530273,18.399999618530273,19.0,19.0,20383
2020-03-17,18.950000762939453,20.0,17.600000381469727,18.25,18.25,29521
2020-03-18,18.049999237060547,18.850000381469727,17.100000381469727,17.5,17.5,22703
2020-03-19,17.450000762939453,17.450000762939453,15.300000190734863,16.149999618530273,16.149999618530273,69541
2020-03-20,16.299999237060547,18.700000762939453,15.550000190734863,18.299999237060547,18.299999237060547,27663
2020-03-23,17.700000762939453,17.700000762939453,14.649999618530273,15.25,15.25,12020
2020-03-24,15.75,16.0,13.699999809265137,14.649999618530273,14.649999618530273,20334
